微博id,微博正文/转发理由,是否原创,情感得分
HAEZIdDzL,很荣幸成为@RIMOWA日默瓦 中国区品牌代言人，关注我为RIMOWA拍摄的全新广告大片，获得夏日旅途的色彩灵感。  原图 ,True,19.277410921177005
HzVRZCzo4,转发理由:少年无关年龄，每个人的心里都住着一个少年  ,False,0.11413140522199994
Hzo8Qm2pe,转发理由:愿平安🙏  ,False,4.99440220951
HzmvodouK,6月21日见 #华为nova5#  [组图共4张] 原图 ,True,2.3650758613610003
Hz39Dpg2y,今晚八点，在#这就是街舞#等你。  原图 ,True,0.5125584236759999
Hz06JhIrL,生活有无限可能，追求#理想生活别光想#，上@evian依云中国 天猫官方旗舰店，享多重好礼就在618！http://t.cn/AiNAq1wZ  evian依云中国的微博视频  ,True,28.477576728344097
HyRLDzmCK,2019#微博电影之夜# ，6月16日，我们上海见！@微博电影之夜 #电影少年的你# TFBOYS-易烊千玺的微博视频  ,True,7.432522086011
HyKFjplFr,转发理由:#少年的我们很好# 永远心怀希望//@新浪娱乐:JJ@林俊杰 +《少年的你》会产生怎样的化学反应？  ,False,12.7206662965808
Hyoa0eAn1,很开心成为@喜马拉雅 APP代言人，和我一起且听且思考！喜马拉雅的秒拍视频  ,True,8.584973169062
Hy7LDlAC1,转发理由:毕业快乐～  ,False,4.618766956413
HxQw9xfuU,送你一盘大粽子，端午安康  [组图共2张] 原图 ,True,4.729708087900001
HwUH84oXO,#这就是街舞# 坐等  原图 ,True,2.5194488529309997
Hwi2c4vtc,转发理由:谢谢小北//@周冬雨:期待小北 //@曾國祥:千玺呈现了最好的小北。//@新浪娱乐:四字弟弟@TFBOYS-易烊千玺 又脏又痞的造型上线！快来说出那三个字！  ,False,19.694813930023198
Hw6DXqtuQ,#风从东方来# 愿风起东方而不止，期待#第三届全球风格论坛# @Tmagazine @冯楚轩  原图 ,True,8.3299328738
HvFhq2GWO,转发理由:很幸运能够参与自传宇宙中的一段旅程，少年回头望，我们一直在无限向前的路上。一起打卡人生无限公司，重回感动！  ,False,10.6983220226131
Hvyum94AR,转发理由:拍的时候你可不是这么说的//@周冬雨:拍的时候 你可不是这么说的 //@曾國祥:厉害的冬哥这次又突破了自己。//@新浪娱乐:实力心疼陈念@周冬雨   ,False,7.0079824715314
HvofpdHmj,转发理由:少年的你，总要对未来抱有期望  ,False,3.1696474859204997
HuK9OpWd5,#这就是街舞# 易燃装置，热血重启！易烊千玺携易燃装置霸气回归，够胆你就来battle  ,True,5.9523684613462
Huu6xpkv5,转发理由:少年的你，是拼。//@周冬雨:少年的你，是敢。 //@曾國祥:少年的你，是真。  ,False,5.7893569995882
Hurj8xx4t,很荣幸携手@evian依云中国 ，年轻是一种内心的态度，不退缩，不止步，活出无限可能。  原图 ,True,10.063229473254799
Hul2wamwL,转发理由:一起抬头。//@周冬雨:一起抬头。//@曾國祥:一起抬头。  ,False,2.0586641254562004
Hu7RSq3SM,转发理由:谢谢小荔姐@小荔BAZAAR 和@时尚芭莎 的邀请，一起奔赴不设限的未来  ,False,14.9924399663
HtYXXf8Ga,Everything will be fine.  @时尚先生fine #imfine#  原图 ,True,13.652925274540001
HtPY0DbeZ,转发理由:缅怀逝者，致敬重生，祝福汶川一切安好//@TFBOYS组合:致敬重生，心怀希望，一切都会更好  ,False,18.006874220714
HtgZQev2J,转发理由:一言为定。//@周冬雨:一言为定。//@曾國祥:一言为定。  ,False,0.47381815191320004
HsDbmudEe,转发理由:怀揣青春梦，践行青春路，一起#青春追梦# #我的十四岁#  ,False,1.523915874893
HscmHrDil,勇敢追梦，劳动光荣。《中国梦·劳动美 2019五一“心连心”特别节目》，5月1日20:06在CCTV-1首播 ，5月2日19:30在CCTV-3重播 。祝大家五一快乐！  原图 ,True,29.390274493851003
Hs0Zig23K,转发理由:“打开电视看电影”，感受电影的匠心传承精神，致敬每一位电影劳动者!  #我在电影频道修文物#  ,False,11.953657918616
Hs09DrPun,今天我的#微博个性皮肤# 上线啦，还有彩蛋等你来探索哦！戳→个性皮肤：易烊千玺  原图 ,True,7.050678859299599
HqMD4wFxa,转发理由:跟我一起加入#清新活力派#，舞动清新，健康生活！  ,False,14.877691556777
HpRH5rTVO,#这就是街舞# 因梦想闪耀，为热爱坚守，优秀舞者太多，再来条毛巾吧！@这就是街舞  原图 ,True,15.5187416423386
HpHYY7m81,转发理由:青春不限，秀出真我！那些固守成规，一起统统打破#neo这也能秀#   ,False,6.9273634965154
HprrwET43,祝@VogueMe  三周年生日快乐！#年轻就是不惧#，青春自有风格。#VogueMeCoolPeople酷枇杷#  原图 ,True,8.8360941007906
HpkSd2XsV,转发理由:我来投递小纸条，新歌好听～  ,False,5.876572633298
Hp0yK0MeN,非常荣幸受邀作为@世界卫生组织 中国健康特使参加#联合国经社理事会青年论坛#。感谢@联合国 全球传播部新闻和媒体司姜华司长的赠书。我呼吁，从自身做起，积极向身边的人伸出援手，尤其是对需要帮助的儿童和青少年，鼓励更多人选择健康、活力的生活方式，加入我，#易起来吧#！  [组图共2张] 原图 ,True,37.821993876488115
HoFGwf2rk,转发理由:感谢@联合国 邀请，我将为健康发声，为你们发声！//@世界卫生组织:改变世界，每一个人都可以参与，不分年龄。感谢@TFBOYS-易烊千玺   作为亚太青年代表与我们一同参与此次论坛，带领更多青少年关注健康，选择健康，为了更健康的世界，#易起来吧#！  ,False,36.726973576522
HnKw0aDw0,转发理由:致敬最勇敢的逆行者，铭记英雄！//@TFBOYS组合:烈火中的勇士，致敬，铭记  ,False,15.786930331967
HnpRriExG,愿你们坚持热爱，珍惜友谊，快乐成长。期待再见。  原图 ,True,17.545429203245998
HmwgAnx8S,转发理由:宠爱的方式从来没有标准答案。我的宠爱是更想让你们随时随地活力满满，状态回弹。从今天开始一起打卡@优益C 14天活力计划H5，答题加入#千玺的花式宠爱#活动中来！  ,False,16.314643361415495
Hmgvp7nB9,#2019FE电动方程式# 在三亚站感受现场赛车飞驰的氛围，一次很特别的体验！  [组图共2张] 原图 ,True,5.5882001471536995
HlaJxyGpK,#一起运动# 进了✌🏻 微博视频 #一起运动#  ,True,0.23158220601790003
Hk9k23wkr,#大冰小将##粤语难不难学# 听不懂，可以做笔记  原图 ,True,-0.7316304364285999
HjRnsoac8,转发理由:#2019两会# 很开心可以与各位老师一起参与#两会青年说#，分享成长，见证新时代，聆听“我和我的祖国”。  ,False,24.475082870398
HiSC7d5Oz,转发理由:哈哈农夫上线，期待开播  ,False,4.234851500787
HiCsHfcOv,转发理由:谢谢小荔姐@小荔BAZAAR  和@时尚芭莎 电影组的邀请，明天11点28分，一同回溯长安 。  ,False,21.134216614361797
HhI37aQAN,#大冰小将# 雷哥@雷佳音 ，明天香港咱们带小将们吃点啥  大冰小将美食投票  ,True,10.8194895660908
HgiHnzY4j,转发理由:今晚追新剧，看邹凯～  ,False,1.247963838213
Hg9cq9tg5,转发理由:恭喜@闪亮发光的咕噜 等100名用户等额平分【201900元现金】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台  ,False,31.089585426781003
Hfa0sziYr,2019我特殊的年夜饭  [组图共2张] 原图 ,True,4.4693366761
Hf9mib9I8,明星动态  ,True,2.68238640831
Hf8xylj7g,#今年春晚发9亿#作为代言人和你们一起分享新年幸运，第一轮我抢了18.88，你们抢了多少？听说后面还有2019！  原图 ,True,15.048760434235
Hf709teEQ,#新春锦鲤#春节到了，这里有一条“玺”气十足的超级祝福，快来签收！关注我与@让红包飞 ，转发这条微博，我们将在2月11日， 送100位#春晚#小锦鲤，每人2019元新年红包哦！祝大家新年快乐，万事胜意！@微博抽奖平台 让红包飞的秒拍视频  ,True,56.10203155655718
Hf5SyqALW,转发理由:除夕团圆，岁岁长相伴，祝大家诸事顺利，春节快乐，今晚等你们！  ,False,9.43665302726065
He0PXsFRM,转发理由:很高兴认识我的新同学蒙牛@优益C ，这个春节来点不一样的，和我一起，肠活动常年轻，畅快过新年！  ,False,9.122730519947
He0nHda1N,转发理由:#赞赞新时代#我们的新时代，未来在我们手中！  ,False,10.886462318331999
HdQPKvYEw,#赞赞新时代#新时代、新青年，有梦想、有作为！美好的时代需要我们共同创造！《赞赞新时代》音乐公益广告片即将于1月28日上午10点 ， 正式上线 ，关注@电影频道融媒体中心 ，一起为新时代点赞！  原图 ,True,37.45770539880401
HdKRVuvWz,#大冰小将#即将开启沈阳集训，凝心聚力、挑战升级，小将能否顺利完成任务？今晚八点半在浙江卫视，我们不见不散。  原图 ,True,6.583252992582999
Hds5W4qWe,转发理由:祝大家新年阖家团圆，平安喜乐#我家的年味儿#  ,False,12.624926856896002
HdijEvyj3,想牵制我的脚步？先问问我的chaos 我在@adidasneo 领潮队伍等你#生来好动#  原图 ,True,0.26344032752
Hda2trd12,转发理由:谢谢@angelica张宇 姐姐的邀请，这次在@VogueMe 2月刊“虚拟未来”的拍摄很特别，认识了一位虚拟世界的新朋友  ,False,14.738933589771499
Hd6gYDhKQ,那天小雨，我在@野兽派花店 学习做花艺学徒，客人不多，做完最后一个订单准备打烊。这时候有人想订一束特别的花...2019年愿所有的爱和花朵，都不被辜负。TFBOYS-易烊千玺的秒拍视频  ,True,17.8101539968213
HcZI0hJcS,转发理由:那些没有压垮我们的，让我们更勇敢。//@周冬雨:那些没有打倒我们的 让我们更坚强//@曾國祥:2019 最野青春！//@新浪娱乐:《少年的你》发布首个预告，@周冬雨 @TFBOYS-易烊千玺 领衔主演！  ,False,15.19718937615
HcYUYgfYv,今天也没有自拍，只有手机里的vlog库存。#nova星人的vlog##易烊千玺的手机vlog# TFBOYS-易烊千玺的秒拍视频  ,True,-0.3879595727209999
HcMQdz33n,备年货，迎新春。百草味，中国味。新的一年，和我一起分享中国年味！@百草味 百草味的秒拍视频  ,True,10.309248379419
HcGHNEFob,今晚八点半在浙江卫视，#大冰小将# 队长选拔赛即将开赛，热血小将赛场争先，答案等你来揭晓。  原图 ,True,15.202417074923998
HcyqGbchz,转发理由:不负使命，笃志力行。1月30日，我们在#艳势番之新青年#见。  ,False,5.2363442056144
HbLZzFB54,新年愿望之一：用创意，跳出新意。和我一起，加入@adidasneo 领潮队伍 made by chaos  #生来好动##集结创造者# adidas_neo的秒拍视频  ,True,16.780480352598
HbCz6hRDU,热血燃冰，和冰球小将一起助力冬奥会。名字要熟记，心思要读懂。今晚20:30  ，我们浙江卫视#大冰小将# 见。  原图 ,True,13.373159358774997
HbsOiBD6L,#2018我的小世界# 我的新年关键词是践行，分享你的小世界，2019也要继续加油！  原图 ,True,13.20276093002
HaOhMCf2g,#新年新范儿# “2018年，我迈过了十八岁的成人礼，开始更像我自己。”来这里 http://t.cn/EGSEBO8 ，我的温暖家书献给你，写下你的三行家书。2019，让我们一起，给家添一点更智慧的温暖与欢乐，让新年，有新的范儿。@天猫 天猫Tmall的秒拍视频  ,True,20.9455688305421
H9UiA4QAK,热爱让我初心不渝，不断练习享受每一次的舞台。新的一年，肌肤也要有#逆转危肌焕颜新生#的能量，“危肌” 时刻，有我#焕颜守护者#在！#自然堂10%酵母安瓶#的透亮守护力加持，一键重启肌肤生命力，透亮光采看得见！ @自然堂  原图 ,True,36.045949093498
H9QgOgbmN,过去一年过的8错，❤️一年开心19。  [组图共9张] 原图 ,True,2.38935172584
H9Ptw0sLn,时 TFBOYS-易烊千玺的微博视频  ,True,0.13807858223
H9uBqroZM,#电影频道爱的接力#留下希望，守住幸福。用心关爱留守儿童，让孩子在爱中成长。光影的力量，是爱的力量，讲述#易烊千玺爱心基金#“童伴计划”的故事，在2018年的最后一天，一起让爱接力，温暖向前。2018年12月31日20点15分 ， 让我们在CCTV6电影频道，@电影频道融媒体中心 @1905电影网官博 ，不见不散。  原图 ,True,47.22423306893409
H9l662Uu2,新年到！福利忙抢！在新年来临之际给大家送上新年福利，12月31日24:00前，打开百度APP摇一摇，瓜分五亿现金，看完记得去百度APP摇红包哦！#百度APP红包分5亿#http://t.cn/Eb4icFK  百度App的秒拍视频  ,True,22.808114269679194
H9czytNCL,转发理由:#比心中国#我最亲爱的祖国，因您自豪，为您祝福！  ,False,11.095895938348999
H8ZWw6dYq,猜猜我在说什么：-../.-/-.../../-./--./-..-/../.-/---/.---/../.-/-./--./.--/---/.-../.-/../.-../.  原图 ,True,5.123314489513
H8BWrrp2r,感谢@微公益 @星光公益联盟 @熊猫守护者 ，我的公益项目#易烊千玺爱心基金# 获得了“2018微博十大影响力公益项目”，同时又获得了“星光公益联盟 X 熊猫守护者 2018杰出体验官”称号，#传播改变公益# 感恩公益路上你们的陪伴与支持。也很开心可以获得#爱豆V力量##明星制片人微计划# 十大制片人奖...全文 [组图共2张] 原图 ,True,32.8051821672354
H8AEXxnSv,V影响力峰会  ,True,6.531247588579999
H8ABa4v9I,V影响力峰会  ,True,6.531247588579999
H8fy1AF3K,感谢@微博综艺，和一直以来支持的粉丝们，一起期待接下来的#微博跨年狂欢节#  原图 ,True,13.08799500281
H7GS2sShP,当每一刻的感动汇集成一句话，就有了我们共同的蜜语。很开心今天来到#华为nova4#发布会，期待再见。  [组图共6张] 原图 ,True,8.62520153865
H71wrnfRY,转发理由:#国家公祭日# 勿忘历史，愿和平永存。//@TFBOYS组合:#国家公祭日# 铭记历史，珍爱和平  ,False,10.13978288127888
H5GHP6UE5,转发理由:做你想做的，很酷🤙🏻  ,False,-1.0013058957562
H5GH9rXFA,转发理由:#新浪20年# 不负韶华，致敬影响力//@TFBOYS组合:#新浪20年# #我和新浪的故事# @TFBOYS-王俊凯 @TFBOYS-王源 @TFBOYS-易烊千玺 于互联网浪潮中成长，于时间发展中蜕变。用更优秀的作品激励更优秀的年轻人[加油][加油][加油]二十年后依旧青春如我们，不负时代，一起致敬影响力#TFBOYS[超话]#  ,False,52.86460538732629
H5ctbqAht,#新浪20年##我和新浪的故事#嗨，这位比我年长2岁的朋友，祝你生日快乐。  原图 ,True,12.827828243006
H52FLuVax,转发理由:#我不会说恶语# 少年的你，愿你收获祝福，远离伤害。  ,False,7.130463609015
H4SCoBVXg,很高兴成为#百度APP超级代言人#，未来跟着@百度App 一起成长，与大家一起探索#你不知道的百度APP#。  原图 ,True,9.8451652190455
H4NLWg3ln,辛苦了大家，所有的你们我都看到了，也听到了，今天很开心。18感恩，感谢你们懂我，爱我。乐意，沉默，释放，内心，焰火…新专辑主打《Don't Tie Me Down》和新专辑都要记得听👂🏻我乐意沉默释放内心焰火   原图 ,True,21.9472914476344
H4Fn04z5G,成年……你  原图 ,True,0
H4zLpin52,一路向前，Nothing to Lose➡️UnpluggedNothing to Lose  原图 ,True,6.681960341042999
H4qkUquhN,对未知追赶，对困惑释然，依然保持成长的恒温。恒温动物  原图 ,True,5.370452809347
H47tUojBC,与徘徊告别，于未来探寻，这如无人之境的欢乐场。亲爱的，这里没有一个人  原图 ,True,8.660688904938
H47skAuaG,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第拾贰画·11号入口见·彩蛋 http://t.cn/ELhTYOq TFBOYS-易烊千玺的秒拍视频  ,True,7.09084472315695
H3YD9sesd,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 最终画：这是9个我为你们准备的5000万福利。 点击制片人V榜，播放量1128万解锁彩蛋  ,True,13.421138216229451
H3q4ZfCpC,#上新了北京卫视# 看艳势番，做新青年。  原图 ,True,5.221559973132801
H3d56e91k,#明星制片人微计划##易烊千玺拾贰画# REC.JACKSON YEE 第拾壹画··彩蛋 http://t.cn/E2My8Uk TFBOYS-易烊千玺的秒拍视频  ,True,6.749145843869499
H39hUg7ki,转发理由:中国，一点都不能少！🇨🇳//@共青团中央:  ,False,0.69213868685317
H2UDG8zFu,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第拾壹画，我的工作日常。 点击制片人V榜，播放量1128万解锁彩蛋  ,True,9.955004873783249
H2LqauaK2,贪心是时尚进步的阶梯  我在@adidasneo 贪心市集搭了个梯子 就在这里👉http://t.cn/EAD2NKZ #生来好动#  adidas_neo的秒拍视频  ,True,11.729788959573199
H2BcXFEia,须臾，往复，蔚如仙境。《overrun》in teamLab.易烊千玺《灾》官方版  ,True,3.4457337596162994
H2rMxgZFB,#长安十二时辰# 熙攘繁盛，光耀万年。再也没有比长安城更伟大的城市了。http://t.cn/EARY1Jn  原图 ,True,6.302505721911
H2aWv7Zt4,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第拾画·潜伏·彩蛋 http://t.cn/EANL5NU TFBOYS-易烊千玺的秒拍视频  ,True,7.2276440506410005
H29xE1IRj,4000W 久等了 好像刚刚好一年…？TFBOYS-易烊千玺的秒拍视频  ,True,2.317594736224
H23HdFq5r,#双11狂欢夜#怀揣初心，《You And Me》一起成长。易烊千玺《You And Me》  ,True,16.9199722835303
H1QTdyw7T,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第拾画，是时候展示真正的“技术”了。 1128万播放，华为nova 3解锁彩蛋  ,True,8.013707234925588
H1H5AFBrw,祝源哥的十八岁天天开心，每天都能哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈大笑。祝@TFBOYS-王源 十八岁生日快乐  [组图共2张] 原图 ,True,17.1677802058
H1B5A3oIZ,感谢@angelica张宇 姐姐和VogueFilm的邀请，很开心参与#VogueFilm时装电影盛典#，精彩纷呈的视听盛宴。  [组图共4张] 原图 ,True,21.562074810953
H1oDE4nG4,转发理由:源哥的新歌好听～  ,False,3.71047112637
H1nT866yX,以质感影像传承经典，用电影语言创领时尚。2018年11月7日中午12点，与@Vogue服饰与美容、@VogueMe 共庆#VogueFilm时装电影盛典#，开启#VogueFilm时装电影月#。@angelica张宇  原图 ,True,34.370873130494
H1dY8l2JT,转发理由:勇前进，博青春，立潮头，活力绽放！让我们携手为进博喝彩~  ,False,15.5825774382702
H14A59HXT,#明星制片人微计划##易烊千玺拾贰画# REC.JACKSON YEE 第玖画·多可爱啊·彩蛋 http://t.cn/Ew0WLCf TFBOYS-易烊千玺的秒拍视频  ,True,8.0235929104695
H0MEJ6kz4,#明星制片人微计划##易烊千玺拾贰画# REC.JACKSON YEE 第玖画，万花筒般的小小礼物，愿能助你们窥得世界一角。 点击制片人V榜，播放量1128万解锁彩蛋  ,True,11.74413941746975
H0te1ib9m,转发理由:我找到你了，我送你回家 查看图片  ,False,3.123782489662
H0l4eawJX,转发理由:支持晓龙哥的首部制片人作品《唐砖》看唐穿之旅，新剧追起来～  ,False,9.840481380493099
H0f37j3xB,李咏老师，愿您再无痛苦，一路走好  ,True,3.7682280504835
H00lZrylU,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第捌画·丸全没有·彩蛋 http://t.cn/EZHizjC TFBOYS-易烊千玺的秒拍视频  ,True,7.6518730549425005
GFTcrwTU5,hi  原图 ,True,0.705135971942
GFG7zcmml,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第捌画，秋日暖阳，清风微凉，偶尔慢下节奏，感受生活的细枝末节。 点击制片人V榜，播放量1128万解锁彩蛋  ,True,11.04485884554075
GF6qjC5uJ,转发理由:惟志惟勤，笃信笃行，一起舞动青春，为进博会喝彩！  ,False,14.11396689694
GEV1ViM30,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第柒画·嘎嘣·彩蛋 http://t.cn/EzHF9AY TFBOYS-易烊千玺的秒拍视频  ,True,6.383452989283999
GEC85usJp,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第柒画，葱姜蒜料已备，热油下锅大火烹炒，起锅装盘即成，开饭。 视频播放量达1128万即可解锁惊喜彩蛋  ,True,13.30937990817625
GE9y6byJH,#十年一转眼# http://t.cn/E7niPaW ←我是易烊千玺，这是我的十年，是不浪费，不懈怠，敢于做自己的十年……@天猫 双11十周年，精彩，才刚刚开始。精彩才刚刚开始（天猫双11十年主题曲） 易烊千玺演绎天猫双11十周年故事，跟随千玺一同走过这十年  ,True,41.6260078738554
GDZQoyiyJ,#十年一转眼# 十年前，我独自在练习室跳舞；十年后，我站在舞台中央为你们表演。时光荏苒，把你的十年故事，也告诉我→http://t.cn/E7niPaW  @天猫 双11十周年，我们一起，精彩，才刚刚开始。精彩才刚刚开始（天猫双11十年主题曲）  原图 ,True,36.2032129587497
GDQpUzBcq,10月17日是国家扶贫日，请与我一同关注#脱贫攻坚战星光行动#启动仪式，CCTV6电影频道及全网20:15共同直播。涓涓细流汇成爱的海洋，请与我一起加入脱贫攻坚战！@中国电影报道 @电影频道融媒体中心 @微公益  原图 ,True,23.916407497359206
GDMCu9BJu,#明星制片人微计划##易烊千玺拾贰画# REC.JACKSON YEE 第陆画·真表情包·彩蛋 http://t.cn/E7Wuwtj TFBOYS-易烊千玺的秒拍视频  ,True,8.34301793254
GDy8CpIUu,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第陆画，拜师，学（木偶）戏。 视频播放量达1128万即可解锁惊喜彩蛋  ,True,12.43807617609275
GCX3559Ga,转发理由:祝贺台风少年团的师弟们出道！希望你们坚持自己喜欢的事情，因梦想去努力而熠熠生辉，尽情在舞台上发光发热，同时也去享受当下的每一刻。  ,False,17.431181240895
GCGHoinUb,转发理由:期待今晚演唱会！  ,False,3.131116852583
GCEAyFadc,#明星制片人微计划##易烊千玺拾贰画# REC.JACKSON YEE 第伍画·困·彩蛋 http://t.cn/Ehl0gqP TFBOYS-易烊千玺的秒拍视频  ,True,5.539859874307499
GCu99lKTz,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第伍画，雅加达完结篇：美食记忆。 视频播放量达1128万即可解锁惊喜彩蛋  ,True,12.683155503486748
GCdT9mUA4,转发理由:#中国有我# 逐梦路上，我们心手相牵。  ,False,2.9504772648642
GBVxMz42M,转发理由:#祝福你中国# CCTV-1，20:06；CCTV3，21:15。共庆新中国69周年  ,False,19.859954344048
GBRW0jJwa,转发理由:#中国有我# 生在华夏，我为祖国骄傲//@TFBOYS组合:#中国有我# 1949-2018，中华人民共和国成立69周年🇨🇳🇨🇳🇨🇳祝福祖国更加繁荣强大，中国有我们@TFBOYS-王俊凯 @TFBOYS-王源 @TFBOYS-易烊千玺 #TFBOYS[超话]#  ,False,29.852260895636
GBDMmlyzG,#明星制片人微计划##易烊千玺拾贰画# REC.JACKSON YEE 第肆画·国际通用版手语教学·彩蛋。 http://t.cn/EPdy1jI TFBOYS-易烊千玺的秒拍视频  ,True,7.913073644474501
GBq9FsYxz,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE 第肆画，这一次海风没有吹走鱼，海浪却摇倒了一船人。海钓后的海鲜大排档，安排。 视频播放量达1128万即可解锁惊喜彩蛋  ,True,13.27456760582335
GB7iEuFCk,想无视引力，逆型而上；想轻盈回弹，放飞灵感。9月26日，沙宣#天猫超级品牌日#，我的超级惊喜就在这里。上沙宣官方旗舰店沙宣官方旗舰店，与我一同#轻盈放肆型自沙宣#。沙宣VidalSassoon的秒拍视频  ,True,32.2763944042525
GAzLgz4dd,#明星制片人微计划##易烊千玺拾贰画# REC.JACKSON YEE  第叁画·彩蛋 http://t.cn/EPwLzP2 TFBOYS-易烊千玺的秒拍视频  ,True,6.8545656399974995
GAmNA26sX,祝凯哥@TFBOYS-王俊凯 生日快乐19岁的你更加成熟有担当，让更多镜头记录你的随心自在，继续做一个热爱生活的帅boy！  [组图共2张] 原图 ,True,15.346962250019399
GAmabs44Z,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE  雅加达园游会第叁画，阳光、鱼群、投递箱，无限欢乐场。 视频播放量达1128万即可解锁惊喜彩蛋  ,True,14.432496149507749
GzYUzjfMc,转发理由:新歌听起来  ,False,2.3356605929144
GzE2krbeL,#国际臭氧层保护日#尊崇自然、敬畏生命。 9月16日，让我们和@联合国开发计划署 一起，关注臭氧层保护，关爱地球健康，共同守护蓝天。  原图 ,True,16.436642998857
GzvbA1dgR,  [组图共4张] 原图 ,True,0
Gzroe5U9d,#明星制片人微计划##易烊千玺拾贰画# REC.JACKSON YEE  第贰画·丑萌·彩蛋 http://t.cn/Ev5wht0 TFBOYS-易烊千玺的秒拍视频  ,True,7.279182183831001
GziaI7TA4,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE  第贰画 ，秋色渐浓，这一次就一起在游乐园里打个卡吧。 1128万播放，华为nova 3解锁彩蛋  ,True,9.344249021769592
GyPAeBxgd,转发理由:热舞特长生来报道来#好动社团#一起dance battle#生来好动#  ,False,5.1277541476840005
GyJ5waAlX,转发理由:少年无惧，一往无前。回见，小北。  ,False,6.676855789355
GyekP0XDA,转发理由:感恩支持，一起成长，继续前行。  ,False,7.181418357989999
GxVkk7xYr,#推一把，一起爱# 亲爱的小孩，是否能够用陪伴与爱，为你增添一份温暖。#99公益日# 和我一起为留守儿童推去陪伴与爱，让成长更加快乐。99公益日，和易烊千玺为爱推一把  ,True,35.1376766978772
GxxALnaIz,很开心有这次雅加达亚运会，参加“杭州8分钟”表演的经历。感受体育的魅力，用永不言败的体育精神，一起向世界展示中国的精彩。  [组图共3张] 原图 ,True,15.228806036497998
Gx3GvffpG,转发理由:先看起来～   ,False,0
Gwyuhllqe,#我为中国航天添燃料#敢于做梦，勇于追梦，每一个天马行空都有可能成为下一个千载难逢，我是易烊千玺，这是我的太空梦想，你的呢？TFBOYS-易烊千玺的秒拍视频  ,True,6.74816478761
GwbLpuUU6,都到家了么？今晚听见你们的声音了，辛苦大家，早点休息。  [组图共2张] 原图 ,True,-0.813259451665
Gw9iwpIG8,#TFBOYS五周年开始想象# 即刻起@TFBOYS组合 五周年演唱会开始·想象  [组图共2张] 原图 ,True,3.701555198313
GvGtVDPK0,云端，海底，日升日晒。聆听，窥见，何寓为灾？灾  原图 ,True,3.0452654795950007
Gv7fnlS0T,#明星制片人微计划##易烊千玺拾贰画# REC.JACKSON YEE  第一画·彩蛋 http://t.cn/RkL5DSQ TFBOYS-易烊千玺的秒拍视频  ,True,7.107283980441
Gv4wECv7N,转发理由:#TFBOYS喜欢你# 七夕礼物收好🙈  ,False,6.17697045857
Gv2cOmpga,#明星制片人微计划# #易烊千玺拾贰画# REC.JACKSON YEE  第一画 1128万播放，华为nova 3解锁彩蛋  ,True,6.92430504598709
GuJme8IUI,转发理由:忠于自我，从不矫饰 @BottegaVeneta葆蝶家  ,False,4.562184391657
GtNt9bAEh,转发理由:#TFBOYS最好的那年# 感谢你的出现，让我期待永远。  ,False,7.057409482386
GtvpmoAsA,8月8日，一起见证属于#88超级会员# 的专享惊喜，我在#88群星盛典# 等你，明天见。  原图 ,True,17.1186981181808
Gtpju2ILT,#TFBOYS2023非虚构成长# 认真追逐，认真守护，不熄，不灭。五周年，《2023非虚构成长》这份礼物属于大家，属于每个人️️️️️🎁  原图 ,True,2.974921586178001
GtmLA4iGE,转发理由:我们五岁啦  ,False,0
GrGNXAPNy,小王子：“因为我倾听过你的沉默。”这个七夕，我在野兽派倾听你…诉说。@野兽派花店   #野兽派千玺七夕# 野兽派花店的秒拍视频  ,True,12.130285165263
GrxnZybkf,转发理由:感谢故宫和腾讯，很荣幸可以为《千里江山图》献唱，也很感谢@張亞東 和@方文山 二位老师的精心创作。希望通过#古画会唱歌# 让更多人听见来自这些珍藏古画的“歌声”。  ,False,28.853045863325
Grhjl8J8E,相信真实的，相信美好的，相信善良的，相信“相信”本身。#电影少年的你#  原图 ,True,5.424058340886001
GqPqCk3Fy,全新尝试，探索不止。今晚八点我在《幻乐之城》等你。  原图 ,True,4.032414411336999
Gqyx6oD4C,很开心参加#华为nova3#发布会，与你们一同定格美好的瞬间。如果你喜欢用自拍记录分享生活，就来参加#nova3海报级自拍#，每个人都是生活的主角。  [组图共6张] 原图 ,True,26.197662408125
GqbW95sHA,❤️  原图 ,True,0
